T3_new	T4_new	p3_new	p4_new	m_dot_new	cyc_efficiency_new	q_reactor_new
957.461307785764	1100	17906.4	17422.9272	1.13368505683268	0.194163999867221	206011.413173164
933.891839659093	1100	17906.4	17422.9272	1.14707341704943	0.164964956270824	242475.740934527
909.799614040089	1100	17906.4	17422.9272	1.17201127194888	0.141263615242003	283158.546745918
885.205792196962	1100	17906.4	17422.9272	1.20539046843717	0.121854846684346	328259.409357887
860.198033165587	1100	17906.4	17422.9272	1.24666684143357	0.105736824545469	378297.723351809
834.939499619906	1100	17906.4	17422.9272	1.29603018309667	0.0921966692979022	433855.152302233
809.672748686342	1100	17906.4	17422.9272	1.35408714920929	0.0807209015368886	495534.604277436
784.722437404569	1100	17906.4	17422.9272	1.42162568769963	0.0709368209818259	563882.049496526
