T3_new	T4_new	p3_new	p4_new	m_dot_new	cyc_efficiency_new	q_reactor_new	UA_new	A_panel_new	mass_total_estimated	mass_total_thermal
944.821490381335	1100	17906.4	17422.9272	0.722515741034216	0.280112922759085	142799.552430512	6927.77309128555	70	788.609241179812	653.164338651589
947.761041564631	1100	17906.4	17422.9272	0.702384168362948	0.293639353401909	136221.523227683	7327.77309128555	70	785.232022924105	656.026359308333
950.350195496165	1100	17906.4	17422.9272	0.685110977135492	0.306190735227185	130637.52556171	7727.77309128555	70	783.156985981681	659.247725657884
952.64344296326	1100	17906.4	17422.9272	0.670073912425361	0.317878454380589	125834.259758004	8127.77309128555	70	782.104707778826	662.751329161428
954.683727011009	1100	17906.4	17422.9272	0.656834668059304	0.328787625051411	121659.080063446	8527.77309128555	70	781.875222378955	666.48198787365
885.205809104765	1100	17906.4	17422.9272	1.20538970895973	0.121854932894743	328259.177119661	3317.38570623597	80	1042.94927477845	731.596532474843
901.110833341134	1100	17906.4	17422.9272	0.923847754049339	0.171494876109526	233243.120187762	3717.38570623597	80	923.71824019766	702.487913200781
911.001206887687	1100	17906.4	17422.9272	0.837684255826814	0.198881394930451	201124.896644999	4117.38570623597	80	886.88336735664	696.117069014516
918.889581096227	1100	17906.4	17422.9272	0.782109793243116	0.222157136983651	180052.73448831	4517.38570623597	80	864.518834931377	693.739412603872
925.396340645874	1100	17906.4	17422.9272	0.74144290496219	0.242954212583018	164640.075900441	4917.38570623597	80	849.568252181269	693.407685477632
930.861647181619	1100	17906.4	17422.9272	0.709710524598377	0.261909313431288	152724.618593962	5317.38570623597	80	839.199003109782	694.340208197345
935.510069311736	1100	17906.4	17422.9272	0.683929871891074	0.279363322282058	143182.71873791	5717.38570623597	80	831.939114298353	696.13077979661
939.501425814217	1100	17906.4	17422.9272	0.662384844852766	0.295533383396265	135348.499517451	6117.38570623597	80	826.916287119552	698.53868360148
942.954104520232	1100	17906.4	17422.9272	0.644000564187474	0.310571065146101	128794.998919757	6517.38570623597	80	823.571201336573	701.40957143022
945.958143565438	1100	17906.4	17422.9272	0.628060205127187	0.324589453592868	123232.592917736	6917.38570623597	80	821.524449473925	704.6387432378
948.583333434378	1100	17906.4	17422.9272	0.614064920642921	0.337675541163566	118456.90647942	7317.38570623597	80	820.508300239731	708.152316773276
860.198027569681	1100	17906.4	17422.9272	1.24666713034797	0.105736797619209	378297.819686699	2506.96428377658	90	1156.56737590705	797.753146856594
880.912618145082	1100	17906.4	17422.9272	0.917262933591146	0.157045434005077	254703.361822712	2906.96428377658	90	999.898636105226	758.313340993918
894.503580788491	1100	17906.4	17422.9272	0.820183263153185	0.187054308319164	213841.639679046	3306.96428377658	90	951.609780097023	748.781693104959
905.237651019442	1100	17906.4	17422.9272	0.758937898573782	0.213115007907728	187692.084160111	3706.96428377658	90	922.593862367218	744.568542177536
913.945708814341	1100	17906.4	17422.9272	0.714831412508294	0.236696774839203	168992.585670733	4106.96428377658	90	903.337519346134	743.048611540887
921.129577156954	1100	17906.4	17422.9272	0.680805104625901	0.258366217234948	154819.002376095	4506.96428377658	90	890.010125230158	743.164814236968
927.131431513233	1100	17906.4	17422.9272	0.653371525068931	0.278433640497157	143660.801649464	4906.96428377658	90	880.632882278271	744.37108771833
932.195533091142	1100	17906.4	17422.9272	0.63055274522091	0.297101704315025	134634.030768087	5306.96428377658	90	874.047812423667	746.347880148047
936.500936647104	1100	17906.4	17422.9272	0.611122156641674	0.314517027260821	127179.123967838	5706.96428377658	90	869.521884515342	748.892906649106
940.181299386756	1100	17906.4	17422.9272	0.594274182192278	0.330789066713851	120922.980911585	6106.96428377658	90	866.56633711165	751.871290213924
943.337691558182	1100	17906.4	17422.9272	0.579458721965803	0.345998415111303	115607.46596811	6506.96428377658	90	864.843012535697	755.189713956872
834.939523309806	1100	17906.4	17422.9272	1.29602845231425	0.0921968004937495	433854.53492729	1921.61678227847	100	1280.3626206026	868.853031150283
860.171939870056	1100	17906.4	17422.9272	0.915918326175052	0.143904224403225	277962.653048449	2321.61678227847	100	1081.38425534132	817.737599537169
877.944987821675	1100	17906.4	17422.9272	0.807719609157732	0.17600073723331	227271.775270895	2721.61678227847	100	1020.21920545272	804.652679332396
891.877559053273	1100	17906.4	17422.9272	0.740921689530039	0.204493372852279	195605.360907685	3121.61678227847	100	983.976202636916	798.445165660932
903.005316524259	1100	17906.4	17422.9272	0.69354278955639	0.230606650318412	173455.535409624	3521.61678227847	100	960.199931234455	795.67793038316
912.029039245685	1100	17906.4	17422.9272	0.657356205176799	0.254804938150033	156982.828866717	3921.61678227847	100	943.860685663247	794.962992410295
919.440114625176	1100	17906.4	17422.9272	0.628347219515665	0.277352561559454	144220.77003758	4321.61678227847	100	932.382388597077	795.589465875623
925.588490893341	1100	17906.4	17422.9272	0.604261178275807	0.298434675067929	134032.682331218	4721.61678227847	100	924.275993701744	797.146438426827
930.726311524001	1100	17906.4	17422.9272	0.583716512587889	0.318190590913335	125710.819685723	5121.61678227847	100	918.614353636146	799.378057518472
935.0365542457	1100	17906.4	17422.9272	0.565816337108127	0.336722981661148	118792.01057994	5521.61678227847	100	914.790713707569	802.116885111635
938.652065780193	1100	17906.4	17422.9272	0.549955361637119	0.354099555556048	112962.581772201	5921.61678227847	100	912.394161969431	805.249527290569
809.672666901234	1100	17906.4	17422.9272	1.35410212437639	0.0807199866040562	495540.220988976	1474.73457421334	110	1414.00071241775	943.982454038921
838.677380873523	1100	17906.4	17422.9272	0.919314390214608	0.131798090871439	303494.532701676	1874.73457421334	110	1167.66086076139	879.797301667743
861.107708118252	1100	17906.4	17422.9272	0.799382092297398	0.165516923705591	241667.130493246	2274.73457421334	110	1091.90696386835	862.686490997039
878.609066130829	1100	17906.4	17422.9272	0.726925310034031	0.196138963692648	203937.041610358	2674.73457421334	110	1047.72054743176	854.286938903821
892.384309157958	1100	17906.4	17422.9272	0.676294103291119	0.224573123928664	178115.703697055	3074.73457421334	110	1019.13459476534	850.192439727891
903.371938894577	1100	17906.4	17422.9272	0.637973995013041	0.251153314379069	159265.268303914	3474.73457421334	110	999.680524400322	848.617944900628
912.247795248611	1100	17906.4	17422.9272	0.607372650660053	0.276090725764944	144879.91180861	3874.73457421334	110	986.075707391473	848.657590883275
919.489686501781	1100	17906.4	17422.9272	0.581933527147719	0.299554676414512	133531.549160826	4274.73457421334	110	976.449352322878	849.795120200324
925.433355659729	1100	17906.4	17422.9272	0.560096852433613	0.32168429993772	124345.515176663	4674.73457421334	110	969.655647803623	851.714338490905
930.311294820709	1100	17906.4	17422.9272	0.540841841188267	0.34258575965702	116759.085491604	5074.73457421334	110	964.957424916196	854.211819033501
934.276455106706	1100	17906.4	17422.9272	0.523470258931386	0.3623138301684	110401.52671348	5474.73457421334	110	961.869022916854	857.153540478974
784.722431689087	1100	17906.4	17422.9272	1.42162451590635	0.0709368781973727	563881.594686275	1118.43721318536	120	1557.54441653175	1022.70459154766
816.212111628917	1100	17906.4	17422.9272	0.92738167998117	0.120517361723584	331902.386742773	1518.43721318536	120	1258.89165412576	944.083339560946
843.76294898852	1100	17906.4	17422.9272	0.794697058841429	0.155430523109597	257349.709695022	1918.43721318536	120	1166.46764719321	922.372299889717
865.235189338047	1100	17906.4	17422.9272	0.716275201113592	0.187909130738521	212868.846994245	2318.43721318536	120	1113.43771705519	911.532320702769
881.908441672303	1100	17906.4	17422.9272	0.662295979982325	0.218480298185068	183082.869861872	2718.43721318536	120	1079.65808701178	906.00459131826
894.997133815202	1100	17906.4	17422.9272	0.62179005837712	0.247321979335114	161732.491821122	3118.43721318536	120	1056.9290917784	903.526358944077
905.400629071187	1100	17906.4	17422.9272	0.589512979316944	0.274590211059581	145671.616790888	3518.43721318536	120	1041.12934548879	902.960299427029
913.747488814633	1100	17906.4	17422.9272	0.562557543246531	0.300450657426665	133133.341569616	3918.43721318536	120	1029.94420494893	903.667671407772
920.463025291675	1100	17906.4	17422.9272	0.539120206988758	0.325072084849672	123049.630725746	4318.43721318536	120	1021.97454374346	905.262376540463
925.813060777185	1100	17906.4	17422.9272	0.517951977621359	0.348607385248853	114742.262191164	4718.43721318536	120	1016.33189096315	907.499235301206
929.9115664303	1100	17906.4	17422.9272	0.49807804160067	0.371136439346271	107777.075380841	5118.43721318536	120	1012.44749624163	910.221297200576
760.483654230876	1100	17906.4	17422.9272	1.49940558974299	0.0625700446088994	639283.546144552	824.035516713161	130	1711.14831071831	1104.7899845073
792.557916477487	1100	17906.4	17422.9272	0.940362382051986	0.109908634612491	363938.649051824	1224.03551671316	130	1355.68649552683	1010.49189226598
825.659839572691	1100	17906.4	17422.9272	0.793474723035138	0.145600721607555	274723.913167226	1624.03551671316	130	1244.05519151801	983.480469764495
851.549934158193	1100	17906.4	17422.9272	0.708580551523118	0.179676248277684	222622.635898882	2024.03551671316	130	1181.04251829648	969.885685472558
871.407978099629	1100	17906.4	17422.9272	0.651054278078005	0.212214962715266	188488.123024901	2424.03551671316	130	1141.56630643156	962.785946015108
886.757900326004	1100	17906.4	17422.9272	0.608247065034173	0.243213867214875	164464.306488991	2824.03551671316	130	1115.33510676952	959.341256770496
898.765903026632	1100	17906.4	17422.9272	0.574159933073745	0.272776122537315	146640.401028972	3224.03551671316	130	1097.2257906169	958.137855913924
908.234534617097	1100	17906.4	17422.9272	0.545445933246067	0.301094935021418	132848.465209667	3624.03551671316	130	1084.39835469361	958.392025436354
915.67266598818	1100	17906.4	17422.9272	0.51990839108573	0.328444283695289	121786.257169609	4024.03551671316	130	1075.14686216113	959.63300059184
921.307146704052	1100	17906.4	17422.9272	0.495712851957652	0.355184338432411	112617.578175148	4424.03551671316	130	1068.37589267839	961.558492768677
924.882129137665	1100	17906.4	17422.9272	0.470711226588374	0.381581684446643	104826.834280598	4824.03551671316	130	1063.41001817653	963.982113047854
737.387762104951	1100	17906.4	17422.9272	1.58800765065009	0.0554109723171101	721878.688052693	573.256313558612	140	1874.74673905665	1190.04719430088
767.512447240243	1100	17906.4	17422.9272	0.958750735664062	0.0998701202746476	400520.194528635	973.256313558612	140	1459.00711254013	1079.1150345526
806.518452746196	1100	17906.4	17422.9272	0.795732328085243	0.135918285129744	294294.4723134	1373.25631355861	140	1325.09141643817	1045.9540841522
837.329003773165	1100	17906.4	17422.9272	0.703638791548249	0.171330011477176	233467.561550525	1773.25631355861	140	1250.64816333881	1029.2049544527
860.70921656471	1100	17906.4	17422.9272	0.64226323779408	0.205671096223673	194485.276416782	2173.25631355861	140	1204.8213698136	1020.35272926752
878.513757916146	1100	17906.4	17422.9272	0.596985881262534	0.238729379612138	167553.738316531	2573.25631355861	140	1174.78105490227	1015.85688904703
892.223846915009	1100	17906.4	17422.9272	0.560913273302952	0.270562428180407	147840.187083658	2973.25631355861	140	1154.19630278721	1013.97037498506
902.838235243093	1100	17906.4	17422.9272	0.530110834813797	0.301450341166044	132691.83854719	3373.25631355861	140	1139.59196620444	1013.7341968178
910.911522364639	1100	17906.4	17422.9272	0.501630955020226	0.331961050038555	120496.064207998	3773.25631355861	140	1128.8555018201	1014.56538400177
916.294997234409	1100	17906.4	17422.9272	0.471658732383677	0.363252605922067	110116.209348219	4173.25631355861	140	1120.49789195378	1016.05303209188
915.708287963476	1100	17906.4	17422.9272	0.434573540437346	0.393013988142592	101777.547890958	4573.25631355861	140	1114.81424544477	1018.27857835744
715.846834523383	1100	17906.4	17422.9272	1.68760044128074	0.0492938680615028	811459.955832512	353.905948221445	150	2047.90871006229	1278.24162951053
740.921607418692	1100	17906.4	17422.9272	0.983251932487244	0.0903491272691553	442727.021378306	753.905948221445	150	1570.10856592728	1150.18345246185
786.02833553025	1100	17906.4	17422.9272	0.801654349403912	0.126307525298176	316687.385851091	1153.90594822145	150	1410.23664338663	1109.85970677549
822.322669125684	1100	17906.4	17422.9272	0.70138231781256	0.162780517809109	245729.652039242	1553.90594822145	150	1322.52201209311	1089.44825099049
849.628145110831	1100	17906.4	17422.9272	0.635744577306549	0.198753695283864	201254.1197932	1953.90594822145	150	1269.49906485079	1078.61019878059
870.124903074349	1100	17906.4	17422.9272	0.587779513330916	0.233771098112401	171107.550603915	2353.90594822145	150	1235.24705921283	1072.95211417322
885.662449620167	1100	17906.4	17422.9272	0.549513941496616	0.267855704817041	149334.135060972	2753.90594822145	150	1211.96388485157	1070.3209523409
897.454627348517	1100	17906.4	17422.9272	0.516189060680461	0.301476440203663	132680.351316932	3153.90594822145	150	1195.38742814688	1069.5405543601
905.965875727167	1100	17906.4	17422.9272	0.483186277225699	0.335976062240399	119056.101000967	3553.90594822145	150	1182.77966023297	1069.85534274736
907.993267265139	1100	17906.4	17422.9272	0.43777839494974	0.374681975060423	106757.203875497	3953.90594822145	150	1171.9081049986	1070.64925070255
903.282590819609	1100	17906.4	17422.9272	0.412623690453834	0.388144473371093	103054.410778012	4353.90594822145	150	1172.2974460409	1074.55067873416
